행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
남현동,1162063000,한식/백반/한정식,35,커피전문점/카페/다방,24,여성미용실,21
서원동,1162064500,한식/백반/한정식,49,커피전문점/카페/다방,44,호프/맥주,25
신원동,1162065500,한식/백반/한정식,35,여성미용실,26,커피전문점/카페/다방,20
서림동,1162066500,한식/백반/한정식,32,커피전문점/카페/다방,25,여성미용실,22
신사동,1162068500,여성미용실,54,한식/백반/한정식,47,커피전문점/카페/다방,35
신림동,1162069500,한식/백반/한정식,75,커피전문점/카페/다방,55,부동산중개,55
난향동,1162071500,여성미용실,12,부동산중개,10,어린이집,8
조원동,1162072500,한식/백반/한정식,56,부동산중개,49,커피전문점/카페/다방,30
대학동,1162073500,한식/백반/한정식,84,커피전문점/카페/다방,47,여성미용실,43
삼성동,1162074500,한식/백반/한정식,31,여성미용실,29,부동산중개,19
미성동,1162076500,여성미용실,42,한식/백반/한정식,34,부동산중개,29
난곡동,1162077500,여성미용실,34,한식/백반/한정식,23,편의점,19
서초1동,1165051000,한식/백반/한정식,103,커피전문점/카페/다방,90,부동산중개,75
서초2동,1165052000,부동산중개,132,한식/백반/한정식,110,사업경영상담,98
서초3동,1165053000,한식/백반/한정식,231,법무관련서비스-종합,156,커피전문점/카페/다방,155
서초4동,1165053100,한식/백반/한정식,109,부동산중개,86,커피전문점/카페/다방,76
잠원동,1165054000,한식/백반/한정식,100,부동산중개,73,커피전문점/카페/다방,55
반포본동,1165055000,학원-입시,40,일반의류,30,부동산중개,23
반포1동,1165056000,한식/백반/한정식,77,부동산중개,74,여성미용실,42
반포2동,1165057000,부동산중개,20,여성미용실,20,커피전문점/카페/다방,12
반포3동,1165058000,종합소매,57,부동산중개,54,학원-입시,36
반포4동,1165058100,종합소매,520,일반의류,166,한식/백반/한정식,100
방배본동,1165059000,여성미용실,64,한식/백반/한정식,50,커피전문점/카페/다방,49
방배1동,1165060000,여성미용실,59,한식/백반/한정식,58,부동산중개,50
방배2동,1165061000,한식/백반/한정식,71,부동산중개,67,커피전문점/카페/다방,49
방배3동,1165062000,부동산중개,39,커피전문점/카페/다방,38,여성미용실,31
방배4동,1165062100,부동산중개,83,한식/백반/한정식,67,커피전문점/카페/다방,61
양재1동,1165065100,커피전문점/카페/다방,124,한식/백반/한정식,123,부동산중개,65
양재2동,1165065200,한식/백반/한정식,146,꽃집/꽃배달,130,커피전문점/카페/다방,114
내곡동,1165066000,꽃집/꽃배달,91,한식/백반/한정식,28,커피전문점/카페/다방,26
신사동,1168051000,한식/백반/한정식,156,커피전문점/카페/다방,155,정통양식/경양식,93
논현1동,1168052100,한식/백반/한정식,212,커피전문점/카페/다방,134,비만/피부관리,112
논현2동,1168053100,한식/백반/한정식,277,커피전문점/카페/다방,158,부동산중개,125
압구정동,1168054500,한식/백반/한정식,196,커피전문점/카페/다방,169,정통양식/경양식,131
청담동,1168056500,한식/백반/한정식,197,여성미용실,173,비만/피부관리,125
삼성1동,1168058000,한식/백반/한정식,175,커피전문점/카페/다방,139,사업경영상담,97
삼성2동,1168059000,부동산중개,115,커피전문점/카페/다방,99,한식/백반/한정식,97
대치1동,1168060000,학원-입시,117,부동산중개,71,학원-외국어/어학,37
대치2동,1168061000,한식/백반/한정식,102,커피전문점/카페/다방,93,사업경영상담,71
대치4동,1168063000,한식/백반/한정식,164,커피전문점/카페/다방,132,부동산중개,132
역삼1동,1168064000,한식/백반/한정식,638,커피전문점/카페/다방,439,부동산중개,401
역삼2동,1168065000,부동산중개,157,한식/백반/한정식,130,커피전문점/카페/다방,97
도곡1동,1168065500,한식/백반/한정식,56,커피전문점/카페/다방,46,부동산중개,37
도곡2동,1168065600,부동산중개,82,한식/백반/한정식,66,커피전문점/카페/다방,59
개포1동,1168066000,부동산중개,13,여성미용실,7,세탁소/빨래방,5
개포2동,1168067000,부동산중개,65,학원-입시,33,여성미용실,27
개포4동,1168069000,커피전문점/카페/다방,40,부동산중개,35,한식/백반/한정식,34
세곡동,1168070000,한식/백반/한정식,58,부동산중개,57,커피전문점/카페/다방,43
일원본동,1168072000,부동산중개,24,여성미용실,18,한식/백반/한정식,16
일원1동,1168073000,한식/백반/한정식,25,여성미용실,23,커피전문점/카페/다방,22
일원2동,1168074000,부동산중개,25,라면김밥분식,11,한식/백반/한정식,10
수서동,1168075000,부동산중개,45,한식/백반/한정식,45,커피전문점/카페/다방,41
풍납1동,1171051000,한식/백반/한정식,25,여성미용실,23,부동산중개,16
풍납2동,1171052000,한식/백반/한정식,35,여성미용실,24,부동산중개,23
거여1동,1171053100,한식/백반/한정식,31,여성미용실,29,커피전문점/카페/다방,20
거여2동,1171053200,부동산중개,34,여성미용실,23,한식/백반/한정식,19
마천1동,1171054000,부동산중개,36,한식/백반/한정식,30,여성미용실,26
마천2동,1171055000,한식/백반/한정식,38,여성미용실,33,부동산중개,21
방이1동,1171056100,한식/백반/한정식,66,커피전문점/카페/다방,47,학원-입시,41
방이2동,1171056200,한식/백반/한정식,148,부동산중개,72,커피전문점/카페/다방,52
오륜동,1171056600,부동산중개,19,일반의류,18,커피전문점/카페/다방,17
오금동,1171057000,커피전문점/카페/다방,64,한식/백반/한정식,63,부동산중개,44
송파1동,1171058000,한식/백반/한정식,127,커피전문점/카페/다방,83,여성미용실,62
송파2동,1171059000,여성미용실,33,한식/백반/한정식,25,커피전문점/카페/다방,25
석촌동,1171060000,한식/백반/한정식,176,여성미용실,78,커피전문점/카페/다방,69
삼전동,1171061000,한식/백반/한정식,94,커피전문점/카페/다방,60,부동산중개,59
가락본동,1171062000,한식/백반/한정식,136,커피전문점/카페/다방,74,노래방,48
가락1동,1171063100,종합소매,110,청과물소매,79,시장/종합상가,38
가락2동,1171063200,한식/백반/한정식,54,여성미용실,52,커피전문점/카페/다방,48
문정1동,1171064100,한식/백반/한정식,46,여성미용실,41,부동산중개,38
문정2동,1171064200,종합소매,318,한식/백반/한정식,249,커피전문점/카페/다방,156
장지동,1171064600,한식/백반/한정식,39,여성미용실,35,부동산중개,31
위례동,1171064700,부동산중개,45,한식/백반/한정식,43,커피전문점/카페/다방,33
잠실본동,1171065000,한식/백반/한정식,142,여성미용실,71,부동산중개,68
잠실2동,1171067000,부동산중개,60,여성미용실,39,커피전문점/카페/다방,30
잠실3동,1171068000,부동산중개,54,한식/백반/한정식,52,커피전문점/카페/다방,46
잠실4동,1171069000,여성미용실,11,부동산중개,10,라면김밥분식,7
잠실6동,1171071000,종합소매,208,한식/백반/한정식,104,커피전문점/카페/다방,91
잠실7동,1171072000,여성미용실,9,부동산중개,7,여성의류전문점,6
강일동,1174051500,여성미용실,28,한식/백반/한정식,21,학원-외국어/어학,16
상일1동,1174052500,한식/백반/한정식,44,커피전문점/카페/다방,40,부동산중개,25
상일2동,1174052600,커피전문점/카페/다방,10,편의점,8,어린이집,6
명일1동,1174053000,여성미용실,67,커피전문점/카페/다방,56,한식/백반/한정식,47
명일2동,1174054000,학원-입시,57,커피전문점/카페/다방,34,학원-외국어/어학,28
고덕1동,1174055000,부동산중개,35,여성미용실,28,한식/백반/한정식,23
고덕2동,1174056000,부동산중개,42,한식/백반/한정식,41,커피전문점/카페/다방,25
암사1동,1174057000,여성미용실,81,한식/백반/한정식,63,부동산중개,51
암사2동,1174058000,부동산중개,27,커피전문점/카페/다방,27,여성미용실,25
암사3동,1174059000,부동산중개,24,여성미용실,18,커피전문점/카페/다방,16
천호1동,1174060000,여성미용실,54,한식/백반/한정식,50,부동산중개,37
천호2동,1174061000,한식/백반/한정식,111,여성미용실,79,커피전문점/카페/다방,76
천호3동,1174062000,한식/백반/한정식,72,여성미용실,62,부동산중개,59
성내1동,1174064000,한식/백반/한정식,66,커피전문점/카페/다방,64,부동산중개,38
성내2동,1174065000,여성미용실,81,한식/백반/한정식,64,부동산중개,63
성내3동,1174066000,한식/백반/한정식,92,커피전문점/카페/다방,69,여성미용실,67
길동,1174068500,한식/백반/한정식,134,부동산중개,118,여성미용실,104
둔촌1동,1174069000,편의점,3,인테리어/욕실용품/커튼,2,학원-입시,2
둔촌2동,1174070000,여성미용실,55,부동산중개,52,한식/백반/한정식,44
중앙동,2611051000,한식/백반/한정식,112,커피전문점/카페/다방,95,캐쥬얼/스포츠의류,73
동광동,2611052000,한식/백반/한정식,28,인쇄종합,16,커피전문점/카페/다방,14
대청동,2611053000,여성미용실,35,커피전문점/카페/다방,24,한식/백반/한정식,19
보수동,2611054500,여성미용실,32,한식/백반/한정식,31,인쇄종합,17
부평동,2611056000,일반의류,92,한식/백반/한정식,85,호프/맥주,29
광복동,2611057000,일반의류,233,종합소매,112,여성의류전문점,65
남포동,2611058000,한식/백반/한정식,81,횟집,69,일반의류,50
영주1동,2611059000,한식/백반/한정식,22,여성미용실,13,모텔/여관/여인숙,8
영주2동,2611060000,여성미용실,13,한식/백반/한정식,11,수퍼마켓,7
동대신1동,2614051000,여성미용실,20,수퍼마켓,7,한식/백반/한정식,7
동대신2동,2614052000,한식/백반/한정식,24,여성미용실,17,호프/맥주,10
동대신3동,2614053000,한식/백반/한정식,24,커피전문점/카페/다방,23,여성미용실,20
서대신1동,2614054000,한식/백반/한정식,32,여성미용실,32,부동산중개,27
서대신3동,2614056000,여성미용실,26,학원-입시,18,한식/백반/한정식,16
서대신4동,2614057000,한식/백반/한정식,49,오리고기전문,8,부동산중개,7
부민동,2614059000,한식/백반/한정식,30,커피전문점/카페/다방,29,여성미용실,19
아미동,2614061500,한식/백반/한정식,15,여성미용실,14,커피전문점/카페/다방,12
초장동,2614063000,여성미용실,6,수퍼마켓,4,한식/백반/한정식,4
충무동,2614064000,한식/백반/한정식,53,여성미용실,35,룸살롱/단란주점,24
남부민1동,2614065000,음식점-일식,31,곡물소매,20,수산물소매,20
남부민2동,2614066000,여성미용실,16,한식/백반/한정식,15,수산물소매,15
암남동,2614068000,한식/백반/한정식,51,커피전문점/카페/다방,37,수산물소매,34
초량1동,2617051000,커피전문점/카페/다방,33,한식/백반/한정식,24,모텔/여관/여인숙,23
초량2동,2617052000,한식/백반/한정식,31,모텔/여관/여인숙,29,갈비/삼겹살,19
초량3동,2617053000,한식/백반/한정식,91,커피전문점/카페/다방,81,부동산중개,36
초량6동,2617055000,한식/백반/한정식,18,커피전문점/카페/다방,9,수퍼마켓,7
수정1동,2617056000,한식/백반/한정식,13,여성미용실,8,커피전문점/카페/다방,7
수정2동,2617057000,한식/백반/한정식,65,커피전문점/카페/다방,34,여성미용실,29
수정4동,2617059000,여성미용실,7,수퍼마켓,7,청소/소독,5
수정5동,2617060000,여성미용실,7,한식/백반/한정식,5,남성미용실,4
좌천동,2617064500,일반가구소매,41,여성미용실,10,한식/백반/한정식,10
범일1동,2617065000,한식/백반/한정식,30,여성미용실,27,커피전문점/카페/다방,16
범일2동,2617066000,종합소매,275,일반의류,194,섬유/직물/주단,96
범일5동,2617068000,한식/백반/한정식,8,커피전문점/카페/다방,6,남성미용실,5
남항동,2620053000,한식/백반/한정식,101,커피전문점/카페/다방,46,호프/맥주,41
영선1동,2620054000,여성미용실,26,한식/백반/한정식,22,수산물소매,20
영선2동,2620055000,여성미용실,19,한식/백반/한정식,18,커피전문점/카페/다방,16
신선동,2620058500,여성미용실,21,후라이드/양념치킨,7,수퍼마켓,7
봉래1동,2620059000,종합이삿짐대행,58,한식/백반/한정식,41,커피전문점/카페/다방,24
봉래2동,2620060500,여성미용실,7,세탁소/빨래방,7,수퍼마켓,6
청학1동,2620063000,한식/백반/한정식,20,수퍼마켓,15,여성미용실,13
청학2동,2620064000,한식/백반/한정식,53,여성미용실,31,수퍼마켓,17
